@relation programmer-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1

@attribute searchPercentage numeric
@attribute debugPercentage numeric
@attribute focusPercentage numeric
@attribute editPercentage numeric
@attribute removePercentage numeric
@attribute stuck {YES,NO}

@data
48.78,2.44,2.44,41.46,4.88,NO
48.72,5.13,10.26,35.9,0,NO
62.5,5,2.5,30,0,NO
62.16,2.7,8.11,27.03,0,NO
47.5,2.5,5,37.5,7.5,NO
68.42,2.63,15.79,13.16,0,NO
53.66,0,9.76,29.27,7.32,NO
73.81,4.76,9.52,11.9,0,NO
52.38,2.38,4.76,33.33,7.14,NO
41.03,5.13,7.69,41.03,5.13,NO
70.73,4.88,4.88,12.2,7.32,NO
48.28,0,13.79,27.59,10.34,NO
75,2.5,12.5,10,0,NO
68.42,5.26,21.05,5.26,0,NO
77.5,0,5,15,2.5,NO
32.43,0,21.62,45.95,0,NO
61.36,0,0,36.36,2.27,NO
34.21,0,5.26,57.89,2.63,NO
0,0,14.63,85.37,0,NO
5.13,0,17.95,76.92,0,NO
13.51,0,24.32,62.16,0,NO
17.5,0,7.5,72.5,2.5,NO
15,0,10,75,0,NO
25,0,25,50,0,NO
39.53,0,9.3,46.51,4.65,NO
60,5,5,27.5,2.5,NO
45.95,5.41,13.51,32.43,2.7,NO
13.64,0,4.55,79.55,2.27,NO
22.22,0,16.67,61.11,0,NO
31.58,5.26,5.26,57.89,0,NO
35.71,4.76,11.9,45.24,2.38,NO
48.72,15.38,20.51,10.26,5.13,NO
17.65,5.88,11.76,64.71,0,NO
24.32,2.7,16.22,56.76,0,NO
19.05,2.38,4.76,73.81,0,NO
27.03,5.41,16.22,51.35,0,NO
10.81,0,2.7,81.08,5.41,NO
36.59,4.88,7.32,46.34,4.88,NO
9.52,2.38,2.38,85.71,0,NO
13.33,2.22,2.22,75.56,6.67,NO
26.67,4.44,4.44,64.44,0,NO
36.36,0,4.55,54.55,4.55,NO
23.08,2.56,15.38,53.85,5.13,NO
23.26,2.33,4.65,69.77,0,NO
21.43,2.38,4.76,69.05,2.38,NO
5,0,22.5,72.5,0,NO
23.26,2.33,2.33,69.77,2.33,NO
26.67,6.67,6.67,53.33,6.67,NO
40,20,20,20,0,NO
0,0,100,0,0,NO
100,0,0,0,0,NO
0,0,100,0,0,NO
0,0,100,0,0,NO
25,0,75,0,0,NO
82.35,0,17.65,0,0,NO
80,0,5.71,14.29,0,NO
45.24,0,0,54.76,0,NO
6.38,2.13,4.26,74.47,12.77,NO
37.21,0,2.33,51.16,9.3,NO
39.02,0,2.44,53.66,4.88,NO
32.56,4.65,4.65,55.81,2.33,NO
8.89,2.22,2.22,80,6.67,NO
36.59,2.44,2.44,53.66,4.88,NO
36.59,2.44,2.44,56.1,2.44,NO
25,0,4.55,70.45,0,NO
29.41,0,8.82,61.76,0,NO
19.35,3.23,12.9,54.84,9.68,NO
10,0,2.5,75,12.5,NO
6.67,0,0,84.44,8.89,NO
25,12.5,50,12.5,0,NO
34.21,0,5.26,60.53,0,NO
17.07,0,4.88,75.61,2.44,NO
17.95,0,2.56,76.92,2.56,NO
31.58,0,7.89,55.26,5.26,NO
39.47,10.53,10.53,39.47,0,NO
54.55,9.09,27.27,9.09,0,NO
9.09,0,6.82,81.82,2.27,NO
21.05,2.63,2.63,65.79,7.89,NO
91.3,0,8.7,0,0,NO
63.64,0,9.09,9.09,18.18,NO
0,0,100,0,0,NO
72.09,0,4.65,23.26,0,NO
52.63,0,2.63,44.74,0,NO
7.14,2.38,7.14,80.95,2.38,NO
0,0,0,100,0,NO
81.48,3.7,14.81,0,0,NO
0,0,2.083333,97.916667,0,NO
2.040816,0,0,97.959184,0,NO
9.52381,7.142857,0,83.333333,0,NO
2.083333,4.166667,0,93.75,0,NO
6.521739,4.347826,0,89.130435,0,NO
0,0,0,100,0,NO
0,0,2,98,0,NO
4.166667,0,2.083333,93.75,0,NO
0,0,0,100,0,NO
4.166667,0,0,95.833333,0,NO
0,0,0,100,0,NO
0,17.391304,0,82.608696,0,NO
0,4.081633,0,95.918367,0,NO
0,0,0,100,0,NO
0,0,0,100,0,NO
0,0,0,100,0,NO
0,4.081633,2.040816,93.877551,0,NO
0,0,0,100,0,NO
0,0,0,100,0,NO
0,0,0,100,0,NO
2.040816,0,0,97.959184,0,NO
2.040816,0,0,97.959184,0,NO
4.166667,0,0,95.833333,0,NO
2.040816,0,0,97.959184,0,NO
0,0,0,100,0,NO
0,0,0,100,0,NO
0,0,0,100,0,NO
0,0,0,100,0,NO
0,0,0,100,0,NO
0,4.081633,0,95.918367,0,NO
4.166667,0,0,95.833333,0,NO
6.382979,0,0,93.617021,0,NO
4.444444,4.444444,0,91.111111,0,NO
0,0,0,100,0,NO
0,0,0,100,0,NO
0,15.909091,4.545455,79.545455,0,YES
2.564103,30.769231,0,66.666667,0,YES
0,100,0,0,0,YES
0,100,0,0,0,YES
0,0,0,100,0,NO
0,0,0,100,0,NO
0,0,0,100,0,NO
0,0,0,100,0,NO
0,0,0,100,0,NO
0,0,0,100,0,NO
2.564103,23.076923,0,74.358974,0,NO
0,66.666667,0,33.333333,0,NO
17.110073,0,27.727096,42.904839,10.697771,YES
36.55601,8.054646,12.216268,37.452702,8.61562,YES
21.630056,0,25.69924,44.745435,9.767538,YES
70.924048,5.179577,18.333176,1.272067,0,YES
67.752442,4.63852,15.77618,11.035466,16.80945,YES
40.654297,4.165221,8.266256,31.563396,18.046765,YES
0,22.747086,47.801277,28.539064,0,YES
0,22.708474,49.568662,29.331653,0,YES
0,22.41677,49.984982,28.041267,0,YES
0,21.43,46.43,32.14,0,YES
0,21.64957,47.016374,31.472868,0,YES
0,23.739937,47.930467,30.189705,0,YES
0,0,100,0,0,YES
0,0,3.371153,99.852998,0.854259,YES
0,0,1.888219,99.039304,0,YES
0,0,5.468828,92.452271,0,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
42.301586,2.503241,12.07744,36.165591,2.416659,YES
0,0,0,0,0,YES
52.268243,0,45.148098,1.180898,0,YES
70.849212,5.251825,21.991586,2.266058,0,YES
76.714347,0,29.422422,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
50.083625,0,48.181299,0,0,YES
60.612209,0,40.911492,0,0,YES
0.813887,1.465463,18.853175,71.932612,2.113599,YES
0,0,1.15791,99.874888,0,YES
2.779963,7.619283,22.659198,64.546563,0,YES
0,0,100,0,0,YES
0,0,0,0,0,YES
96.875541,0,19.814919,0,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
0,0,2.633193,98.963585,0,YES
0,0,0,100,0,YES
0.87254,0,2.072928,94.380067,0,YES
1.392173,0,3.475294,88.478048,0.565364,YES
6.451335,0,1.687645,97.137002,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
28.20049,0,69.294536,4.010443,0,YES
48.324881,0,48.271046,3.216383,0,YES
57.098695,0,43.274887,0,0,YES
61.156518,0,33.848207,0,0,YES
59.789933,0,41.126862,0,0,YES
56.946749,0,41.235347,0,0,YES
55.346929,0,47.276056,0,0,YES
50,0,49.670266,2.595554,0,YES
0,0,0,0,0,YES
45.764117,0,51.791384,0,0,YES
42.176511,3.436679,4.470187,35.400623,14.945699,YES
8.772729,6.344241,16.042673,58.359468,0,YES
87.057799,0,14.456139,0,0,YES
62.171317,0,38.466612,0,0,YES
5.566415,7.625205,17.590582,72.834942,0,YES
0.358151,22.204978,20.588247,66.252876,0,YES
0,86.568938,33.147971,15.027206,0,YES
0,64.152815,36.851078,22.992715,0,YES
16.714216,0,27.778083,43.428533,10.817013,YES
21.714956,0,21.981847,47.47011,9.803171,YES
21.722482,0,25.162617,46.166618,9.322752,YES
70.833011,7.165828,17.413759,2.846859,0,YES
42.035091,4.540989,9.851457,18.569471,18.169956,YES
43.560869,3.113334,3.92776,31.242121,18.145443,YES
0,23.370362,48.198553,28.173393,0,YES
0,23.477446,49.533688,27.881101,0,YES
0,22.627268,48.001218,28.674415,0,YES
0,21.43,46.43,32.14,0,YES
0,21.491027,46.629904,31.962683,0,YES
0,21.896418,46.419476,31.057005,0,YES
0,0,100,0,0,YES
0.222419,0,3.837608,94.328023,0.854259,YES
0,0,2.493931,98.4106,0,YES
1.225609,0,5.971784,87.998308,0.558072,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
45.391479,0.73118,12.644885,35.440388,1.022809,YES
0,0,0,0,0,YES
48.555294,0,45.204403,3.637637,0,YES
70.86781,3.311125,24.9334,1.231419,0,YES
77.744462,1.30502,21.407769,0.765295,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
50.002659,0,48.74233,0,0,YES
63.198397,0,38.290914,0,0,YES
0.724869,1.787913,18.092502,74.270136,2.113599,YES
0,0,0,100,0,YES
0.159304,20.856988,23.765666,62.953531,0,YES
0,0,100,0,0,YES
0,0,0,0,0,YES
97.978131,0,14.322361,0,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
0,0,0,100,0,YES
0,0,0,100,0,YES
2.131079,0,2.591379,89.572593,0.257088,YES
7.154752,0,1.34829,90.519718,0,YES
7.154752,0,2.109734,88.465768,0.138367,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
28.20049,0,69.294536,4.010443,0,YES
48.324881,0,51.341662,1.669659,0,YES
57.13892,0,42.968944,0,0,YES
60.376487,0,38.585744,0,0,YES
59.617262,0,41.177607,0,0,YES
55.993124,0,42.126982,0,0,YES
50.191255,0,47.454325,0,0,YES
51.963125,0,49.82656,0,0,YES
0,0,0,0,0,YES
50,0,49.87018,2.506916,0,YES
40.268326,2.948588,11.966436,36.892213,3.270842,YES
35.334672,7.743955,12.772585,48.151377,0.060742,YES
90.002842,0,10.96618,0,0,YES
63.521394,0,36.925089,0,0,YES
2.283657,28.653531,0.371014,71.53993,0,YES
5.735158,18.026592,13.511713,66.757156,0,YES
0,93.740695,26.468873,11.228998,0,YES
0,93.664924,25.448718,12.339866,0,YES
23.444443,2.672885,13.710903,51.116533,9.950285,YES
41.612196,5.206162,8.406467,35.706749,9.858665,YES
19.76687,0,27.547964,43.887776,10.578068,YES
72.141658,0.829448,18.336093,0.321392,0,YES
68.321307,8.059056,15.815872,8.255829,11.600236,YES
39.287609,7.365203,9.040721,33.107795,17.425749,YES
0,23.69652,47.878919,28.985454,0,YES
0,22.701236,49.83456,28.771757,0,YES
0,22.428864,49.09296,28.075819,0,YES
0,21.43,46.43,32.14,0,YES
0,21.534422,46.86204,31.955562,0,YES
0,22.559685,48.096322,29.826036,0,YES
0,0,100,0,0,YES
0,0,3.016729,99.166927,0.585026,YES
0,0,1.781093,99.780499,0,YES
0,0,3.844094,95.739285,0,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
49.045792,0.15322,13.72175,35.81765,1.974764,YES
0,0,0,0,0,YES
52.167032,0,45.119752,3.89672,0,YES
71.415566,0.911289,23.494419,2.081146,0,YES
76.122387,0,30.484982,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
50.030451,0,49.02471,0,0,YES
61.065362,0,40.384549,0,0,YES
4.922816,3.151601,18.794603,71.273585,1.277738,YES
0,0,0.569103,99.913643,0,YES
5.972068,6.37065,18.770455,65.555794,0,YES
0,0,100,0,0,YES
0,0,0,0,0,YES
87.746132,0,18.700689,0,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
0,0,3.163468,99.563359,0.552174,YES
0,0,0.879888,99.964061,0,YES
0.184047,0,1.969806,96.431993,0,YES
0.408564,0,3.080961,93.116382,0.097747,YES
2.473833,0,2.320117,98.733637,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
29.970291,0,66.101903,11.820197,0,YES
48.473144,0,49.653166,1.976551,0,YES
56.141585,0,44.367004,0,0,YES
63.361494,0,33.599265,0,0,YES
59.87582,0,40.99722,0,0,YES
57.119882,0,41.811487,0,0,YES
52.686373,0,46.762116,0.13166,0,YES
50.072017,0,48.356122,1.923655,0,YES
0,0,0,0,0,YES
48.381205,0,51.42705,0,0,YES
38.05596,3.834853,5.642144,36.769648,13.328714,YES
7.443447,6.333995,17.186519,67.359289,0,YES
89.923701,0,5.516907,0,0,YES
61.103831,0,39.912206,0,0,YES
5.803279,7.307394,18.410472,69.017356,0,YES
4.766639,16.125385,19.437278,67.109433,0,YES
0,97.947538,33.087647,14.890657,0,YES
0,26.492334,38.241775,23.523181,0,YES
16.674442,0,27.779931,43.773577,10.901762,YES
21.698074,0,25.223733,45.911385,10.050512,YES
21.73601,0,21.949068,47.635926,9.343539,YES
70.844742,7.138504,16.90245,2.156087,0,YES
46.122246,4.514405,6.159844,18.221999,18.18,YES
44.359782,3.047076,3.589631,30.474016,18.179631,YES
0,23.330772,48.000154,28.087815,0,YES
0,22.79348,49.996498,27.917825,0,YES
0,22.557831,47.88112,29.252136,0,YES
0,21.43,46.43,32.14,0,YES
0,21.43,46.43,32.14,0,YES
0,21.940194,46.611866,31.019858,0,YES
0,0,100,0,0,YES
0.104147,0,4.064438,93.08569,0.93281,YES
0,0,2.688233,97.99916,0,YES
0,0,7.413849,90.023147,0,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
49.42878,0.044754,14.086028,35.181433,0.835785,YES
0,0,0,0,0,YES
48.754014,0,45.012773,3.959399,0,YES
71.416028,0.574541,25.764179,1.130935,0,YES
81.739646,0,16.081275,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
50.000968,0,49.325566,0,0,YES
62.415284,0,33.830482,0,0,YES
0.105986,0.343613,18.920867,73.753797,3.288689,YES
0,0,0,100,0,YES
1.236511,8.755364,25.012202,61.864994,0,YES
0,0,100,0,0,YES
0,0,0,0,0,YES
98.425851,0,5.465854,0,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
0,0,0,100,0,YES
0,0,0,100,0,YES
12.660843,0,0,88.737771,0,YES
7.783071,0,1.685505,87.486688,0.017983,YES
10.066386,0,0.818502,90.490922,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
32.857145,0,70.33293,0,0,YES
48.324881,0,51.558457,0,0,YES
57.139972,0,42.888607,0,0,YES
60.184724,0,40.354672,0,0,YES
59.475331,0,41.179892,0,0,YES
56.053483,0,43.299605,0,0,YES
52.011621,0,47.448764,0,0,YES
50.06242,0,49.880062,0,0,YES
0,0,0,0,0,YES
50.002475,0,49.504842,0,0,YES
39.036011,3.361244,11.874464,37.076989,3.903478,YES
22.333708,1.496636,19.252144,50.993554,0.065728,YES
96.180947,0,8.654077,0,0,YES
65.031213,0,36.003902,0,0,YES
1.239906,2.265044,3.562644,85.098003,0.558326,YES
4.458991,23.158828,14.006983,66.685898,0,YES
0,98.907058,19.011688,5.483928,0,YES
0,97.011913,19.537765,10.133108,0,YES
20.104996,0,25.752891,44.35464,10.632773,YES
39.895598,4.905095,12.093392,36.975826,7.566059,YES
20.862031,0,27.384655,44.345793,10.473768,YES
71.027407,1.594804,18.334534,1.87673,0,YES
64.471029,4.556497,15.68132,12.08997,17.23418,YES
41.161922,3.565821,7.521974,32.569662,17.842568,YES
0,23.655003,47.847939,28.659783,0,YES
0,22.708294,49.738487,29.088715,0,YES
0,22.455604,49.800633,28.03015,0,YES
0,21.43,46.43,32.14,0,YES
0,21.566426,46.914655,31.827267,0,YES
0,23.706223,47.891523,29.407241,0,YES
0,0,100,0,0,YES
0,0,3.271407,99.629578,0.759052,YES
0,0,1.952244,99.137768,0.319405,YES
1.262483,0,3.820136,90.998564,0.050775,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
45.008491,0.839645,12.280607,36.076605,2.161788,YES
0,0,0,0,0,YES
52.415124,0,45.012567,0.341143,0,YES
71.40149,1.664452,22.334907,2.250969,0,YES
76.369783,2.118615,28.201753,1.026612,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
50.152063,0,47.84417,0,0,YES
60.323029,0,40.968847,0,0,YES
4.922816,3.151601,18.794603,71.273585,1.277738,YES
0,0,0.858497,99.886893,0,YES
5.972068,6.37065,18.770455,65.555794,0,YES
0,0,100,0,0,YES
0,0,0,0,0,YES
97.900827,0,18.672873,0,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
0,0,2.90879,99.100709,0.378147,YES
0,0,0,100,0,YES
0.184047,0,3.061757,94.978666,0,YES
0.408564,0,3.971379,89.975328,3.695667,YES
2.473833,0,2.418315,97.209551,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
34.151976,0,66.854784,1.536377,0,YES
48.345275,0,45.819582,3.378765,0,YES
57.124388,0,42.885993,0,0,YES
62.10229,0,35.326314,0,0,YES
59.798904,0,41.048824,0,0,YES
57.101858,0,41.43966,0,0,YES
55.531062,0,46.591097,0,0,YES
48.557395,0,51.14542,2.355872,0,YES
0,0,0,0,0,YES
47.437856,0,51.35651,1.80137,0,YES
41.060532,3.499496,5.04452,32.840654,15.73785,YES
7.443447,6.333995,17.186519,67.359289,0,YES
84.585731,0,19.567231,0,0,YES
61.366762,0,38.531349,0,0,YES
5.648489,7.551758,18.170372,69.267213,0,YES
4.90947,20.462641,17.871175,66.3185,0,YES
0,92.580554,33.13396,15.002787,0,YES
0,29.898816,37.027699,23.04345,0,YES
17.15625,0,27.620851,43.551822,10.612195,YES
20.746353,0,23.634039,44.134554,10.30136,YES
21.735414,0,25.103483,47.688744,9.281848,YES
70.860064,4.893886,21.783414,1.860036,0,YES
42.261611,3.343482,4.375215,20.668409,18.149589,YES
42.660993,7.199439,5.409427,32.157101,17.81429,YES
0,22.997415,48.512762,28.108575,0,YES
0,23.395216,49.494134,27.898535,0,YES
0,22.261712,48.092351,28.929018,0,YES
0,21.43,46.43,32.14,0,YES
0,21.453602,46.580249,32.062117,0,YES
0,21.873624,46.465744,31.832158,0,YES
0,0,100,0,0,YES
0.687938,0,2.968449,94.346681,0.663002,YES
0,0,2.733664,99.039183,0.532488,YES
1.279053,0,5.891582,88.400748,0.559253,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
44.500184,1.714592,12.642898,36.047292,1.926186,YES
0,0,0,0,0,YES
48.529219,0,45.498445,3.614143,0,YES
70.87014,4.226661,20.329973,1.270294,0,YES
77.093084,3.459614,21.676364,1.86344,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
50.001907,0,49.988968,0,0,YES
62.47341,0,39.774522,0,0,YES
2.529573,2.713911,18.184265,72.526556,0.414918,YES
0,0,0,100,0,YES
1.157499,8.041885,23.670482,63.655809,0,YES
0,0,100,0,0,YES
0,0,0,0,0,YES
96.795859,0,9.207165,0,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
0,0,0,100,0,YES
0,0,0,100,0,YES
0.593135,0,2.926108,89.987789,0.153532,YES
7.065356,0,1.77339,89.633357,0.06596,YES
8.251919,0,1.921518,90.270814,0.059134,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
28.693827,0,67.859414,5.110114,0,YES
49.75793,0,50.999128,0.588551,0,YES
57.134501,0,42.26965,0,0,YES
61.773416,0,38.533222,0,0,YES
59.671502,0,41.169836,0,0,YES
56.272939,0,41.867493,0,0,YES
50.131758,0,47.50126,0,0,YES
51.326484,0,49.876803,0,0,YES
0,0,0,0,0,YES
50.001797,0,48.81511,2.0678,0,YES
42.235416,2.739335,12.030691,36.775306,2.911856,YES
36.411285,7.992929,12.485124,38.064943,5.935534,YES
87.584352,0,12.792365,0,0,YES
60.666418,0,37.034875,0,0,YES
2.519273,30.551686,0.038995,71.024625,0,YES
7.099362,6.445053,16.256288,66.861299,0,YES
0,95.811131,26.52824,11.465988,0,YES
0,96.530373,9.901456,3.962998,0,YES
22.653519,0.891674,18.209043,48.234283,9.800715,YES
40.277051,4.347129,10.725139,36.844862,5.111138,YES
19.72659,0,27.585814,43.363235,10.593873,YES
71.414583,3.274143,18.333642,0.431173,0,YES
68.554083,6.082662,16.785341,2.062891,1.505089,YES
39.655454,4.87586,8.767546,32.603204,17.531512,YES
0,23.708473,47.921506,28.943451,0,YES
0,22.647052,49.435331,28.733319,0,YES
0,22.792574,48.853293,28.15649,0,YES
0,21.43,46.43,32.14,0,YES
0,21.505774,46.820073,32.016925,0,YES
0,22.599096,48.036017,29.721132,0,YES
0,0,100,0,0,YES
0,0,3.323599,99.459164,0.65859,YES
0,0,0.957142,99.90435,0,YES
0,0,2.812398,97.200638,0,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
49.653721,0.068516,15.155853,33.794237,0.225301,YES
0,0,0,0,0,YES
52.171889,0,45.1353,3.613639,0,YES
71.418609,0.06068,27.515077,0.150774,0,YES
71.331769,3.152417,27.441665,0.443384,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
0,0,100,0,0,YES
50.012716,0,49.759396,0,0,YES
61.079181,0,40.19415,0,0,YES
5.669981,4.070999,18.754049,70.360488,1.062531,YES
0,0,0.121174,99.981627,0,YES
6.230942,6.260078,18.764079,65.912413,0,YES
0,0,100,0,0,YES
0,0,0,0,0,YES
88.558865,0,16.228297,0,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
33.33,0,50,16.67,0,YES
0,0,3.229012,99.741621,0.818101,YES
0,0,0.25444,99.995721,0,YES
0.077063,0,2.742131,96.087798,0,YES
0.123952,0,3.391784,94.671603,0.060093,YES
1.510373,0,2.632708,98.799393,0.253412,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
6.25,6.25,18.75,68.75,0,YES
28.567404,0,67.00427,8.682301,0,YES
48.852941,0,49.710291,2.445826,0,YES
56.879842,0,43.720128,0,0,YES
65.947039,0,33.515888,0,0,YES
59.975594,0,40.972491,0,0,YES
57.120998,0,41.909178,0,0,YES
52.359026,0,46.94854,0.01886,0,YES
50.072704,0,48.205819,1.472762,0,YES
0,0,0,0,0,YES
46.314214,0,51.621924,0,0,YES
39.129535,6.212873,8.564259,33.794499,14.574647,YES
6.559754,6.272276,18.149928,68.57845,0,YES
95.134659,0,4.964001,0,0,YES
60.052544,0,39.925178,0,0,YES
6.122423,6.384768,18.72835,68.820953,0,YES
5.586372,12.935832,18.585441,67.944176,0,YES
0,94.006293,31.275873,13.036333,0,YES
0,25.275812,44.57425,24.73264,0,YES
16.670446,0,27.779997,44.000916,10.961997,YES
19.813442,0,27.483121,43.775922,10.549091,YES
21.739364,0,21.920732,47.725344,9.075411,YES
70.832311,7.879374,16.702488,2.770435,0,YES
43.40493,4.521746,7.108235,15.573023,18.177707,YES
44.820835,3.033499,3.378854,30.332142,18.179996,YES
0,23.857876,47.990065,28.122845,0,YES
0,23.2517,49.891277,27.775293,0,YES
0,22.313184,48.002425,29.06979,0,YES
0,21.43,46.43,32.14,0,YES
0,21.43,46.43,32.14,0,YES
0,22.053921,46.983811,30.917246,0,YES
0,0,100,0,0,YES
0.321819,0,4.230769,91.003658,0.895063,YES
0,0,2.750563,97.729902,0,YES
1.078974,0,7.777673,87.753885,0.550874,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
0,0,0,0,0,YES
